Ensembl	Entrez	Symbol	CCs_Hep3B	CCs_Huh7	CCs_PLC-PRF-5	CSCs_Hep3B	CSCs_Huh7	CSCs_PLC-PRF-5
ENSG00000093072	51816	ADA2	3.68155806912284	3.80667624138123	3.57970861161481	3.9708658084584	3.63895906606349	3.61921153684557
ENSG00000093134	55350	VNN3	4.68102757297046	4.81246147826424	3.20554825991545	4.62350095081597	4.42917073091947	3.49599287761402
ENSG00000093144	55862	ECHDC1	5.7339257498806	5.66311107278164	5.61737396144902	5.70066286869464	5.91462186344929	5.45206941542011
ENSG00000093167	9209	LRRFIP2	5.95503192738419	6.62887054531292	6.77718050844399	5.59552526465425	6.72061631381433	6.95565812120276
ENSG00000093183	9117	SEC22C	6.23404065284942	6.37599165945654	7.75361601939507	5.93471160570858	6.464898393681	7.9063029683782
ENSG00000093217	9942	XYLB	5.43547084822631	6.67414296679127	6.30436088451326	4.78522496213455	6.54303937119405	6.3166340392558
ENSG00000094631	10013	HDAC6	6.05630846939405	7.32228191138921	7.01188214443784	6.06138874916159	7.29704316643978	7.07504976727857
ENSG00000094661	126370	OR1I1	4.53056705034409	4.57458919534712	4.42161151108789	4.75190156064429	4.8495483056002	4.68713742244102
ENSG00000094755	2568	GABRP	4.22325125193687	4.10774782705531	4.25566584175712	4.42075249969457	4.07602445716116	4.11376821723792
ENSG00000094796	3881	KRT31	4.4831431853627	4.00011281276868	4.51535551086979	4.51535551086979	4.28246037397798	3.92744609923419
ENSG00000094804	990	CDC6	7.84587516692106	7.82189005610312	8.02840683528045	8.08888072721515	8.0174286526863	8.30111770307148
ENSG00000094841	139596	UPRT	3.43522931199804	2.39162526114976	5.04440869140637	2.99420495206498	3.06761741288017	5.44846293892873
ENSG00000094880	8697	CDC23	7.35606747208475	8.18183121310273	7.92185933301746	7.24547643389348	8.12341718568821	8.01263332365092
ENSG00000094914	8086	AAAS	6.1319214850802	6.73545213504584	7.02419464514497	6.19002601792931	6.54993175697969	7.04484637083076
ENSG00000094916	23468	CBX5	8.43919264428102	8.54995631343225	8.09347507038701	8.47645907531456	8.6463698819288	8.07979512557584
ENSG00000094963	2327	FMO2	3.1964255675751	2.84375508813198	2.93782022177511	3.21792733367119	3.21054370122605	3.07371050537169
ENSG00000094975	51430	SUCO	8.32808983951247	7.88928150046609	7.83507925637656	8.52864604893549	8.09589504228423	7.82707913840491
ENSG00000095002	4436	MSH2	5.9477085295949	5.88754574767139	5.91810412414021	5.97869282535575	6.14609192869714	5.81597742459152
ENSG00000095015	4214	MAP3K1	7.76522602231167	7.83335757794787	7.83974955938328	7.65752322709706	7.92110248458402	7.77994740875873
ENSG00000095059	1725	DHPS	8.31566399228681	8.38322749862973	8.24986251844385	8.46927150804541	8.27856925741328	8.47029602562472
ENSG00000095066	29911	HOOK2	7.22778114056263	6.25012105494645	6.53664002342943	6.98610126834244	6.00086221958336	6.40279579563283
ENSG00000095110	120400	NXPE1	1.78293929075039	1.85506594168117	2.13257745681678	2.10641084852397	2.09974053339104	2.00328102668493
ENSG00000095139	372	ARCN1	9.41630487019922	10.0986714480397	10.3591265015151	9.51987566198483	10.1252530692024	10.4431231537255
ENSG00000095203	54566	EPB41L4B	6.22339772729223	6.76481992909689	4.81592071535517	5.96375746869118	6.56839411436208	4.55079410070984
ENSG00000095209	55151	TMEM38B	6.68555088251507	7.88839814730839	6.98771740198865	6.08725337972326	7.61775743807184	7.24133168162495
ENSG00000095261	5711	PSMD5	7.86807687668023	8.82536456620374	8.1520849865631	7.63980812388851	8.98510735158381	8.03800709955051
ENSG00000095303	5742	PTGS1	4.83497683247315	4.62579326032455	4.53076474534903	5.20284848829587	5.02812426458707	4.60107421729689
ENSG00000095319	23511	NUP188	7.83627643114013	8.76308098931297	8.11852816088539	7.8568906145273	8.79707032351434	8.11519920563606
ENSG00000095321	1384	CRAT	7.05897362232281	7.97185290377983	7.84444470401682	6.63685592959817	7.8347257887642	7.97537075652831
ENSG00000095370	10044	SH2D3C	5.06638982166832	5.10590825414025	4.94241011554953	5.21835870321611	5.00010485942486	5.1154802885032
ENSG00000095380	54187	NANS	4.93090788688354	5.9423380149001	5.3569662912035	4.77304931165322	6.01363491577114	5.37698548115965
ENSG00000095383	55357	TBC1D2	6.39231869021074	6.72437904121467	5.87274602015506	6.21898099748692	6.99325801882088	5.65821359095487
ENSG00000095397	25861	WHRN	5.59801320284205	5.33511605087609	5.29859005021295	5.64117001039355	5.32572600278407	5.28704844877171
ENSG00000095464	5146	PDE6C	3.01864566967629	3.08940347513333	3.03874105284364	3.0223233550274	3.04896721498163	3.12881284012257
ENSG00000095485	55280	CWF19L1	6.52988841868834	6.70025966942259	6.92876596908327	6.35987579143014	6.88600821576601	6.80027129550052
ENSG00000095539	57715	SEMA4G	7.6092375721147	7.99339876983415	8.16896682106875	7.06665367070892	8.04495138262437	8.26058938772899
ENSG00000095564	9044	BTAF1	7.18329491842518	7.49631643105399	7.65141900049923	7.0623481069119	7.66475040006169	7.45088525178957
ENSG00000095574	64376	IKZF5	7.56492115950463	7.80161285113378	6.81004966033791	7.10173782206281	7.75514004536695	6.72212545314623
ENSG00000095585	29760	BLNK	4.41847103586681	4.09242435828431	4.0732647839529	4.20269558226386	4.11291254816657	4.11711357025439
ENSG00000095587	7093	TLL2	3.19621117198773	2.928968250325	3.130597424254	3.45674330939414	3.36178133561145	3.4387105066488
ENSG00000095596	1592	CYP26A1	4.13938571071874	3.86022604261568	3.71515456903818	4.06886534512753	3.97404557092066	3.861653018801
ENSG00000095627	56165	TDRD1	3.02491175293185	3.01189582410555	2.65607499005895	2.82622867355604	2.73446394300191	2.82603112074061
ENSG00000095637	10580	SORBS1	6.08647401540545	6.26390430980445	7.88403808334427	6.14714117133634	6.22725436588479	7.88101509260221
ENSG00000095713	55118	CRTAC1	4.64742689089538	4.80266730345162	4.61385666046175	5.22992454445372	4.57851204247199	4.89328330449393
ENSG00000095739	25805	BAMBI	8.61657305621041	8.80580454781468	9.42012474023396	8.46184063570281	8.5564268895379	9.36010266692725
ENSG00000095752	3589	IL11	5.62516861345381	5.28702221103725	5.35951294471323	5.73459875357136	5.00493744018286	5.30625927506787
ENSG00000095777	53904	MYO3A	3.21396396451744	2.82393359103362	3.1689392920968	3.21339096070494	2.96650730912391	3.01133041484373
ENSG00000095787	51322	WAC	7.61295241238979	7.66474320039555	7.88705221935947	7.52804209488776	7.60323939976812	7.94468258974011
ENSG00000095794	1390	CREM	4.98866939480035	7.20199312768692	6.04659964226622	5.03974227036927	7.09043692194543	6.05491291336146
ENSG00000095906	10101	NUBP2	6.24697231745824	6.43023685192822	6.06624606421217	6.27741759476745	6.5367494979514	6.17971165523931
ENSG00000095917	23430	TPSD1	5.4203925255681	5.17275791242919	4.62279779540836	4.81735393761554	4.75297005328176	5.15269465408503
ENSG00000095932	284422	SMIM24	5.83496627501559	4.40710433506954	4.80760839698908	4.89345323996844	4.70207340347109	4.71845328635471
ENSG00000095951	3096	HIVEP1	6.1848999829149	6.24553424274508	6.1341945109515	5.98130394411373	6.14760053925281	6.00426365243213
ENSG00000095970	54209	TREM2	4.05059218511388	3.97950827064115	4.21594813577646	4.03255491357266	2.73603597087822	3.88771593843392
ENSG00000095981	83795	KCNK16	4.2823714502987	4.55430175127899	4.58916880938986	4.91309915416588	4.48318340298463	4.43236904809448
ENSG00000096006	10321	CRISP3	4.81343608285738	6.13884760970581	3.84440040822759	4.55856442881135	5.17569234744784	4.07331374519559
ENSG00000096060	2289	FKBP5	5.40157046234694	4.86242562032792	6.08829915453467	5.43615414033306	5.23414279491901	5.99205498792478
ENSG00000096063	6732	SRPK1	8.60859113937309	8.1806605715004	8.56402341246009	8.44381003374554	8.21564072840586	8.43981549219216
ENSG00000096070	27154	BRPF3	7.7042003756778	7.29809704012625	6.26511437091123	7.79382956972338	7.43003294508948	6.43715140668986
ENSG00000096080	55168	MRPS18A	9.59681107557925	9.16483413202398	9.34116214350007	9.53523946410818	9.13912514989516	9.25836990187154
ENSG00000096088	5225	PGC	5.45791598395156	4.78733446280408	4.41024992954664	5.58909361151656	4.6762735435997	3.82635777846714
ENSG00000096092	28978	TMEM14A	8.72052078495743	8.94205208307271	8.90467282095095	8.50554026654845	8.97780502392459	8.76075880614436
ENSG00000096093	114327	EFHC1	5.93555946601193	5.53944488536724	6.0878641196735	6.17270170219865	5.53806839013401	6.20022062772094
ENSG00000096264	9436	NCR2	5.05572632366154	5.32425966231214	5.45242313775486	5.53420925607838	5.4325494416621	5.20024731287404
ENSG00000096384	3326	HSP90AB1	8.70507933644579	8.83721638783332	8.98116506158584	8.51980606399604	8.91839023402277	9.09099472744857
ENSG00000096395	4295	MLN	3.83041728042737	4.12414806172446	4.14296718422201	4.04481613315168	3.92061495063822	3.92061495063822
ENSG00000096401	988	CDC5L	8.81636559692132	8.87773649475183	8.46329032698094	8.69752367530162	8.79612314543019	8.42904977345379
ENSG00000096433	3710	ITPR3	8.77470376706009	5.35275339020655	7.71996436930828	8.82283671915058	6.34910632199326	7.76620051811856
ENSG00000096654	7738	ZNF184	6.82215063505645	5.94175759875354	6.60439230895794	6.73457273212486	5.86240429334533	6.81842165392504
ENSG00000096696	1832	DSP	9.66314202648993	8.1691041645698	8.91777229101975	9.92671528841045	8.35215266376851	8.98250543901825
ENSG00000096717	23411	SIRT1	6.37918561135332	6.73940805167329	5.96108990471718	6.29012264002471	6.62002137890433	6.23593055844078
ENSG00000096746	3189	HNRNPH3	7.29958894584616	7.58512274191139	7.54331867892443	7.22703399634319	7.7529977095783	7.32510574399366
ENSG00000096872	80173	IFT74	5.47308815365721	5.73744102492137	5.97862162945517	5.3567661309199	5.70176369647559	5.79782101307756
ENSG00000096968	3717	JAK2	4.79957977755464	5.36302985801363	4.44016062273806	4.0342672680454	5.33462605735991	4.50557916040853
ENSG00000096996	3594	IL12RB1	3.84399631643449	4.32452766314768	3.98327659943989	4.1927117307103	4.01711771143972	3.62179540292372
ENSG00000097007	25	ABL1	8.03804829898634	8.35704363253344	7.44221952801511	8.07219972362632	8.6859798752103	7.35115771469004
ENSG00000097021	11332	ACOT7	6.05408069728179	6.00507357637313	6.20063534850601	6.08370645166481	5.9813971567835	5.95076022357324
ENSG00000097033	51100	SH3GLB1	7.23204735956172	7.36422883273403	8.08782302295444	6.99496800340902	7.26191547477998	8.06854752741598
ENSG00000097046	8317	CDC7	6.34332098508168	6.72877704155309	7.01074345736802	6.22274020662436	6.84752574443344	6.92413901122739
ENSG00000097096	84144	SYDE2	4.69151197837639	5.30845415390559	5.30617098276451	4.75518230701051	5.15603083700033	5.48665896367552
ENSG00000099139	5125	PCSK5	5.08046860937951	5.81980091136525	4.67467177451641	5.60553891856617	6.69421384144916	4.63627934110464
ENSG00000099194	6319	SCD	11.491586132773	11.6811300020467	11.4698737990933	11.4576178026096	11.6867659332549	11.3895057928303
ENSG00000099203	11018	TMED1	5.58976635426799	5.65705222168765	5.31689416529527	5.89705767643653	5.68522369502211	5.47136995288021
ENSG00000099204	3983	ABLIM1	5.17030806368097	5.33587254605607	5.28159136355436	4.9925702649722	5.56385910583289	5.28706041760075
ENSG00000099219	79956	ERMP1	6.47272967900043	6.3849085532468	7.00932274562835	6.23526046653545	6.20540442014306	6.88185423258396
ENSG00000099246	22931	RAB18	5.93612139483587	6.28491253136043	7.36933111034242	5.56326989316985	6.31829463630778	7.37967495767509
ENSG00000099250	8829	NRP1	8.63158292485318	8.44914568437651	8.96959924523657	8.93052345434368	8.30159361764448	8.94629488230645
ENSG00000099251	158160	HSD17B7P2	6.64753834715355	6.44074278937839	6.83901677446023	6.44321887092129	6.21372892066015	6.68623799918966
ENSG00000099256	56952	PRTFDC1	2.50676300315749	6.99159089116926	2.57791011042897	2.79619144203936	7.32899496827661	3.05848363193872
ENSG00000099260	54873	PALMD	7.13720039325629	6.27577445176202	3.57842191936289	6.92686328073425	6.66321037704791	3.57031722123878
ENSG00000099282	23555	TSPAN15	7.40915045274	5.95231842057023	7.21959837664216	7.30829468335439	6.36972459738931	6.97166344677809
ENSG00000099284	55506	H2AFY2	9.04188144540436	7.87597358241711	5.28033239001996	9.19617814777317	7.98215065473231	5.73155834156453
ENSG00000099290	387680	WASHC2A	7.68908967505282	7.91471129928535	7.86606334836604	7.3430403357744	7.97794815696882	7.7464931367019
ENSG00000099308	23031	MAST3	7.04464376581914	6.5912191362224	6.30007135282671	6.75458401022482	6.84479301092059	6.27005905960699
ENSG00000099326	7593	MZF1	5.6597251654839	5.5113316807736	6.2699072622058	5.68675957757756	5.41441065972747	6.17141993555208
ENSG00000099330	79629	OCEL1	7.1729831574201	7.06844627907719	7.28417672502052	6.93625335995095	7.13902497323165	7.28256770495983
ENSG00000099331	4650	MYO9B	7.66028414109915	7.87382254477015	7.20258104603321	7.96200730531427	7.85539739447476	7.45537271982923
ENSG00000099337	9424	KCNK6	4.80052127726682	4.9356088103459	5.9144076605252	5.00748580797625	4.56380670040157	6.18876654717856
ENSG00000099338	57828	CATSPERG	3.97657399683329	4.43754444815652	4.22932349772094	4.35305846470264	4.30130545501722	4.53079932272986
ENSG00000099341	5714	PSMD8	10.858074868068	11.0336808011393	11.1372814480193	10.8801533378195	11.0480291729836	11.2613241123767
ENSG00000099364	54620	FBXL19	6.37976122454578	5.77160947790926	5.91222256070993	6.3007373129883	5.75773104959919	5.89400601906303
ENSG00000099365	112755	STX1B	4.2094600055854	4.3497232788687	4.53960763608815	4.6722946727994	4.45423680051555	4.78693519433226
ENSG00000099377	80270	HSD3B7	7.99792174575225	5.97063749577476	8.72426838147818	7.95321516229651	6.2728549471997	8.58888347483929
ENSG00000099381	9739	SETD1A	6.83715193166823	6.58987132546831	6.4669237057684	6.79224899024752	6.50928684663025	6.64612560869363
ENSG00000099385	9274	BCL7C	6.17051511742423	6.07795529042414	6.94897325950537	6.41855543282031	5.90748092241073	6.70736015087797
ENSG00000099399	4113	MAGEB2	3.25827917448825	7.41748325392994	3.84315678348995	3.478512273194	7.11711761025947	3.88687801224704
ENSG00000099617	1943	EFNA2	8.10308489916717	7.48517506202174	7.36073675689994	8.11013033615998	7.50303241315625	7.51509755497691
ENSG00000099622	1153	CIRBP	8.74784603322711	7.88557067131969	7.42744504368614	8.67760888490832	7.85398957925323	7.40819452260768
ENSG00000099624	513	ATP5F1D	9.02236517382679	8.33632122298332	7.91963240264651	9.16247215186011	7.97751212094839	8.39239660127467
ENSG00000099625	255057	CBARP	5.18046872838642	5.20029989481928	4.85675862529703	5.37715407180583	5.25713388448851	5.02026633028572
ENSG00000099715	83259	PCDH11Y	2.13287010804637	1.91177404603528	2.27136337677138	2.30180441951911	1.99168667185166	2.37827821977947
ENSG00000099721	266	AMELY	2.89923524472401	1.95075592381499	1.86787596344742	2.08377512401354	1.88311963323337	1.66560328666654
ENSG00000099725	5616	PRKY	4.13033632699778	4.18287822650364	4.5051160315027	5.19795204299276	4.7928997111207	3.94571898046676
ENSG00000099769	3483	IGFALS	5.53295803325391	5.45101347946694	5.52625987658004	5.89923763848341	5.38964255349947	5.3795603592031
ENSG00000099783	4670	HNRNPM	9.0953721774992	9.35387406650534	8.91495571066409	9.1643092616661	9.36333837177943	8.84188515957033
ENSG00000099785	51257	MARCH2	7.17736388633119	6.14322923229048	6.78151685064103	7.02261162946774	6.26989837110632	7.07884315348893
ENSG00000099795	4713	NDUFB7	7.25974023580979	6.91515733764792	6.84225692988873	7.05614801863781	6.87061211392717	6.94626728279707
ENSG00000099797	9524	TECR	8.67023866606904	8.97955927877725	8.73900829345055	8.7412643585573	9.01603206764254	8.70370173473534
ENSG00000099800	26517	TIMM13	8.75230956406086	8.15105651257957	8.10363330458172	8.79269114051009	8.10004295184658	8.10205513057444
ENSG00000099804	997	CDC34	8.47001502481208	8.29145243874573	7.93822806536951	8.47775856508154	8.39324031308657	8.07148000376772
ENSG00000099810	4507	MTAP	5.82450448120312	5.81195700537034	5.43496008920614	5.69478689315776	5.83855236939029	5.54771379931555
ENSG00000099812	126353	MISP	5.25389684080043	4.86725559482145	6.3987688274281	5.18322198116938	5.47110547021097	6.68673624427928
ENSG00000099814	283638	CEP170B	6.71093526365388	6.70969122100206	6.63171183668829	6.58269950578445	6.71302367226177	6.7778543732484
ENSG00000099817	5434	POLR2E	9.65372223267395	9.28531317948026	9.40342153492951	9.48679377614197	9.23576863426136	9.48127639371165
ENSG00000099821	5442	POLRMT	7.20838293297695	6.8189314363776	6.71909044604176	6.86559551258736	6.91887509410454	6.96685890880961
ENSG00000099822	610	HCN2	5.75552497339603	4.70415158223455	5.7574073271889	5.48211589234988	5.20224022041046	5.57949704988927
ENSG00000099834	53841	CDHR5	5.45760481629005	5.60430122374255	5.04141753801469	5.52138655186551	5.65912411614153	5.09590796176717
ENSG00000099840	113177	IZUMO4	5.51142927318467	5.33149839567423	5.36491929445402	5.92987990433646	5.3723490461604	5.29737735478492
ENSG00000099849	8045	RASSF7	5.1653882977139	5.01945836308665	5.35605721014114	5.43784508666213	4.98864014354603	5.30393325224775
ENSG00000099860	4616	GADD45B	8.04374609740884	6.87368874565363	7.30808598808294	7.96873468506059	6.84730778813968	7.29054963545546
ENSG00000099864	5064	PALM	6.82382257494133	6.04662335849119	5.91080838107645	6.97618320666837	5.98476922572833	5.94426488437268
ENSG00000099866	8174	MADCAM1	4.73489654909444	4.75515736757281	4.89885684517558	5.11704176067341	5.19229545867747	4.9313284201094
ENSG00000099869	51214	IGF2-AS	5.96226335809587	5.46136811277654	5.07167674926882	6.2103265034479	5.54384472997055	5.35936810178692
ENSG00000099875	2872	MKNK2	8.40352694605527	7.75003403817573	8.01705935347132	8.21407761960713	7.73714207515433	8.33988537129555
ENSG00000099889	421	ARVCF	6.08861880322124	5.72682305800473	5.78059416652292	6.32236821712138	5.73725198198293	5.70421292529996
ENSG00000099899	27037	TRMT2A	5.92957460031709	5.67367987895385	5.73494822916838	6.04767501504536	5.74535852735216	5.94487086390705
ENSG00000099901	5902	RANBP1	5.46732379962359	5.22651773695772	5.14783731545973	5.45353942148207	5.36727834054334	5.23431638256167
ENSG00000099904	29801	ZDHHC8	5.80739727307201	5.72330955373725	6.62545208652063	5.66069164664032	5.8761879775661	6.69398521484113
ENSG00000099910	84861	KLHL22	4.73756277303977	4.17737032551077	4.44402391946002	4.55996313843791	4.18512425593089	4.69465114486675
ENSG00000099917	51586	MED15	6.26699827632763	5.7051274096588	5.68236313085924	6.26660867460122	5.62720344478171	5.85418348365858
ENSG00000099937	3053	SERPIND1	10.0030712003961	10.5241083036993	6.3628704108046	9.60788149941759	10.3467528683949	6.1839498481939
ENSG00000099940	9342	SNAP29	8.68928777958135	8.41570529540463	8.39915130788994	8.62553697968975	8.46751044166559	8.60294128155377
ENSG00000099942	1399	CRKL	8.45639703905058	7.8682937368144	7.28165233833507	8.32498636210304	7.87112461382856	7.25290195511507
ENSG00000099949	8216	LZTR1	6.62904392847643	6.16753602202727	6.71945435827517	6.7885207579445	6.08068210955957	6.76716158659897
ENSG00000099953	4320	MMP11	6.46034659146388	5.70801178176988	5.13166678142543	6.12075316769518	5.70589142661197	5.04064683213304
ENSG00000099954	27443	CECR2	4.08515751370748	6.25604888207538	4.30626701946918	4.25399448683202	5.93563559261644	4.12669392097456
ENSG00000099956	6598	SMARCB1	8.8610394230758	8.55093680298292	7.56266570511037	8.84705757728422	8.48022718491181	7.7227508815582
ENSG00000099957	9127	P2RX6	4.8579307015711	4.90978474239194	4.92021671585215	4.98283775219348	5.02666174280936	4.6140120374122
ENSG00000099958	91319	DERL3	4.62309580952799	4.9882953959027	5.30269868367076	5.18795929231549	4.87739595843336	4.80920698158238
ENSG00000099960	6545	SLC7A4	4.5007939145755	4.11702749789742	4.17256528012771	4.15127999579742	4.49397076165846	4.23249396935551
ENSG00000099968	23786	BCL2L13	6.94573446890313	7.21735916905565	6.87006710227213	6.62001035422996	7.29689377053157	6.80950689435082
ENSG00000099974	100037417	DDTL	5.62494674801927	5.1151909159066	4.84105100746338	5.15039785396132	4.44057696793187	4.45374569964871
ENSG00000099977	1652	DDT	7.86850574298295	7.62221741786824	7.41717047264861	7.64904461900416	7.44606043165366	7.61680821845124
ENSG00000099984	2953	GSTT2	7.78170868160143	4.68264609224185	3.27287859328322	6.92606020896651	4.34353491469126	3.43850083140127
ENSG00000099985	5008	OSM	3.61943713502536	4.10769223362386	3.66329828336802	4.24477690385133	3.75589660132946	3.70194641731458
ENSG00000099991	23523	CABIN1	5.72689210434635	5.66156399850815	5.57820816467323	5.94656505680919	5.75204795542722	6.00802664598302
ENSG00000099992	83874	TBC1D10A	5.69528113840093	5.37406131161314	5.43473919622254	5.48085832689518	5.46732260588442	5.55865798837089
ENSG00000099994	56241	SUSD2	5.6004170406353	6.21420807206482	7.33542164370219	5.63644314061694	6.75720263750265	7.7781493690672
ENSG00000099995	10291	SF3A1	7.83499700654676	8.0625870458354	7.78041114170369	7.9074358385654	8.03765546880364	7.95770899332982
ENSG00000099998	2687	GGT5	5.63722031365259	5.12293533563249	5.03650082556873	5.76576235714941	5.0574706183819	4.91496370141791
ENSG00000099999	200312	RNF215	4.87096371387454	4.7119389680895	5.08594360233702	4.9075723906006	4.82566217819073	5.10013633289833
ENSG00000100003	23541	SEC14L2	4.30207053882462	4.49437136132889	4.76330449367789	4.76330449367789	4.42469489227242	5.16272001657375
ENSG00000100012	266629	SEC14L3	3.4059844602399	3.70853980792451	3.48334893415253	3.43088766633868	3.33618755830347	3.30915709535039
