Ensembl	Entrez	Symbol	CCs_1	CCs_2	CCs_3	CSCs_1	CSCs_2	CSCs_3
ENSG00000005238	80256	FAM214B	5.44011417786333	6.16031555880989	5.50229013900788	5.58692460017987	6.01351234690989	5.98254132144114
ENSG00000005249	5577	PRKAR2B	8.20452175764325	4.65736541747603	2.98562037238484	9.50797204051919	5.79452111099663	6.11296255403587
ENSG00000005302	10943	MSL3	6.2027295913681	6.47990127370767	6.20132699699358	6.20516696534173	6.45480911692676	5.8606129572617
ENSG00000005339	1387	CREBBP	7.17681683152685	7.55650216198652	6.81655994789504	7.90545448128232	7.5082561490458	6.65857195345451
ENSG00000005379	9256	TSPOAP1	5.49500029616422	5.70808882122386	6.17226221726701	4.90140651899027	5.41749706212383	4.46983868345815
ENSG00000005381	4353	MPO	5.7778333029611	5.15459252828836	12.4209891968485	3.87597624341475	4.01100526574858	3.76469169208903
ENSG00000005421	5444	PON1	3.45084460453792	3.51044909822799	3.53338579832863	3.48379517816801	3.45874337086083	3.54994977978922
ENSG00000005469	54677	CROT	3.97793648892472	4.29100154171052	3.94659562410516	3.6909888429746	4.07808291798903	4.10233258867728
ENSG00000005801	7748	ZNF195	7.16242486671039	5.96102149652206	6.68950228647081	7.32097815270327	5.31675512876853	5.81531912809197
ENSG00000005810	23077	MYCBP2	9.32384764156106	8.00691621652036	8.21058040646987	10.0457059994995	7.85932281741106	8.24348009860675
ENSG00000005882	5164	PDK2	4.90888461923943	4.83779921739192	4.57780753433243	4.78790449354617	4.89860802705594	4.93301439252747
ENSG00000005889	7543	ZFX	3.67415311852265	3.89392339355541	3.96906261544905	3.70377048077163	3.97003702058111	4.40874951391248
ENSG00000005893	3920	LAMP2	6.70916472242805	7.53910327345146	8.00311774604655	6.27696745390987	7.28964184386524	7.24863236804562
ENSG00000005961	3674	ITGA2B	7.87646391168553	5.00875366746228	4.3941800034918	8.50706258895946	4.50082274584662	4.9539630157698
ENSG00000006007	51573	GDE1	7.6264519713812	7.87940966993491	7.14768028251613	7.38348448875372	7.43783250307144	7.72055039860079
ENSG00000006016	9244	CRLF1	4.34990606023044	4.1800087417551	4.18663877013095	4.48270069903059	4.70542623300823	4.68066949307279
ENSG00000006062	9020	MAP3K14	4.02778250328562	3.98660927050406	4.0229220722034	4.10269104467073	4.68248159654785	4.18651642415684
ENSG00000006116	10368	CACNG3	4.03960323593241	3.80306779996938	3.63320720300708	3.84532893174876	3.65926984530718	3.72918757389703
ENSG00000006125	163	AP2B1	6.68365285851099	7.03580341707787	6.50672272050714	6.78512479072713	7.16011718083909	7.53802535335342
ENSG00000006128	6863	TAC1	3.28270241447355	3.18970914399812	3.15671660111138	3.31851762492944	3.26565722879382	3.23766393796746
ENSG00000006194	10127	ZNF263	6.92538485806051	7.09573304780577	6.90075633301053	7.31219281974928	7.10290969167518	7.04771631209873
ENSG00000006210	6376	CX3CL1	4.77929884873157	4.6456513827208	4.26777434120438	4.52900074374139	4.54698330903082	4.61118886598175
ENSG00000006468	2115	ETV1	3.91305984212432	3.57813646300571	3.53383974120581	3.6425477790802	3.66446515614377	3.81118067334089
ENSG00000006534	221	ALDH3B1	6.11033295840956	6.38545270437101	6.8067706815348	5.54255430702647	6.24086487158867	6.51543102745134
ENSG00000006607	9855	FARP2	4.22983177274023	4.01271853496378	4.0137305388522	4.63638100721924	4.1894831554831	3.94531397140371
ENSG00000006611	10083	USH1C	3.72784978141046	3.73576932385239	4.04309003783086	4.00246478713059	3.83041684471081	3.91415575839187
ENSG00000006634	10926	DBF4	4.13272996016942	5.69362029472872	5.19624109168033	4.74145915595025	4.71680943224857	5.16093361130762
ENSG00000006638	6915	TBXA2R	5.38191595971002	5.23177735046926	5.53787670110157	5.40187564974553	5.31231264105461	5.87927555507395
ENSG00000006652	3475	IFRD1	7.9388438032523	7.92586012510444	8.06130735499202	8.43706068729396	8.07081760685215	8.14783213309275
ENSG00000006695	1352	COX10	5.22953637774931	5.1628000500794	5.97019346887443	5.42416216972362	5.0159613177322	5.26465470907347
ENSG00000006712	54623	PAF1	6.52151233107994	7.001711895252	6.47579499002669	6.59961307455428	7.04185621196684	6.61621823203376
ENSG00000006715	27072	VPS41	3.24791315523483	3.38058876885216	3.31038961261078	3.1797703630035	3.28023872072301	3.09747805922251
ENSG00000006740	9912	ARHGAP44	3.34180435448612	3.37419136604894	3.47809134792886	3.28415631096692	3.62495110694195	3.56436307771292
ENSG00000006744	60528	ELAC2	6.90286300807636	6.2026285312674	6.3295875275723	6.68128705113401	6.53774734927843	6.25901048791367
ENSG00000006756	414	ARSD	5.19905165687739	4.98886086037276	4.41378953880022	4.85982226481335	4.44934207671439	4.75753787558771
ENSG00000006831	79602	ADIPOR2	7.09930105237577	7.89907119340405	6.59287495821079	7.48777516841092	7.10831474910845	7.02613506782578
ENSG00000007062	8842	PROM1	3.3641623797539	3.2651989992754	8.84122673223668	3.37518593184484	5.37374277441842	4.98975832305032
ENSG00000007168	5048	PAFAH1B1	6.42776940953995	7.09332666422297	6.44296042998735	7.05981537552368	7.9580704270415	7.57022049575134
ENSG00000007202	9703	KIAA0100	6.99096818716176	6.55547157493421	6.78309025985198	7.22808745371101	7.10062339367476	7.10633777132114
ENSG00000007216	9058	SLC13A2	3.94127776520198	3.84400282313464	3.95299762586266	3.74604349171595	4.07912639509463	4.10684417572517
ENSG00000007237	8522	GAS7	5.98463967269091	7.14385045446434	7.86521984191497	4.74402118734595	6.07658612634092	5.930595555483
ENSG00000007255	79090	TRAPPC6A	7.14824566172746	7.20476566575349	7.44306777251796	7.30975382416232	7.71763359139367	7.80342387763927
ENSG00000007264	4145	MATK	7.21513926763714	6.1988271027758	7.26044461085332	6.26868548555923	5.78789652329551	6.47786077757707
ENSG00000007306	1087	CEACAM7	3.24337085747534	3.22429153924978	3.34898430162544	3.34705901196241	3.33012428517993	3.36797294549668
ENSG00000007312	974	CD79B	5.4879627132114	6.39041867253431	7.3098825340459	4.9517547106227	6.64322011291372	7.23954734361679
ENSG00000007314	6329	SCN4A	3.9610862964971	3.8139317232058	3.94707604536712	3.75947523038302	4.26325099570991	3.98613545538411
ENSG00000007372	5080	PAX6	4.21554017796147	3.97311630418005	4.06936303463616	4.2479072904244	4.14644929398994	4.17581340747255
ENSG00000007402	9254	CACNA2D2	4.04175024190864	3.72007578549916	7.07948381015316	3.96593445473756	4.02355263699846	3.84199879396201
ENSG00000007516	8938	BAIAP3	4.0978953389302	4.24452725577787	4.33258737197528	4.30258991242363	4.36557915664756	4.12649583253026
ENSG00000007541	9091	PIGQ	4.94850077299358	4.83352092916991	5.00246735485745	4.97239530992338	5.17320047503007	5.06200357439088
ENSG00000007908	6401	SELE	3.11213872356831	3.13332549395076	3.03552397949653	3.12450870574618	3.26470350830307	3.13253767226899
ENSG00000007933	2328	FMO3	3.55953601474415	3.29033105423858	3.44441947580804	3.31556043254263	3.8327028323568	3.54835266897603
ENSG00000007952	27035	NOX1	3.42833164628314	3.43391329888774	3.49590843719958	3.53229299694493	3.56896976983491	3.594745970956
