Ensembl	Entrez	Symbol	CCs_1	CCs_2	CCs_3	CSCs_1	CSCs_2	CSCs_3
ENSG00000082153	9689	BZW1	9.29807785462245	9.56012286802106	8.88419430302162	9.37664367348214	8.84138952769315	9.18634598014101
ENSG00000082213	55322	C5orf22	4.46226707565215	4.87411770440717	5.03146749055542	5.03088481251631	4.25070208122077	4.24347047878246
ENSG00000082258	905	CCNT2	6.34200321969194	5.76053057415848	6.51046300599649	6.86213656874111	5.60117112759785	6.04768092379744
ENSG00000082397	23136	EPB41L3	3.24930630124789	3.64977478248884	3.15694751137823	3.18264692620465	3.17143869055631	3.1111674344262
ENSG00000082438	22837	COBLL1	3.60399502566833	3.6454657196979	3.90184768440628	3.46095396663543	4.13462228049458	4.16506570983714
ENSG00000082458	1741	DLG3	3.74030425397172	3.64518725858795	3.8419737777517	3.98497151059699	3.74958751367274	3.67423313621993
ENSG00000082512	7188	TRAF5	6.34114089638654	7.85634250695754	7.40786518343034	6.0805666085608	8.25207307448689	8.0141319930663
ENSG00000082556	4986	OPRK1	3.44641786792852	3.59655527892354	3.64169302864627	3.94165554896786	3.59785265834985	3.78853213837156
ENSG00000082641	4779	NFE2L1	6.64953520494574	7.13819784615192	7.68191189875753	6.88317398282381	7.4427240749982	7.52002838505889
ENSG00000082781	3693	ITGB5	4.15702529676193	4.06534425013656	3.90545591099093	4.51117563659397	4.19982835766917	4.26754934140426
ENSG00000082929	10141	LINC01587	3.74451612644475	3.35129975609436	3.36255872943215	3.65235421524978	3.57383756523783	3.54483547932557
ENSG00000082996	11342	RNF13	6.72785362920701	7.65986813342156	7.3666888077219	7.12732131453816	6.1381378979699	6.42198957314083
ENSG00000083168	7994	KAT6A	7.58622203405848	7.64256192485607	7.77622612169725	7.73880269569494	8.52000529942461	8.13067970821355
ENSG00000083290	9706	ULK2	3.5394214101148	3.45012195127408	3.63580367161416	3.99953938072108	3.33869061436748	3.32745273119054
ENSG00000083312	3842	TNPO1	11.1636076286867	8.46764785094505	8.40246900631364	11.395620097175	8.12659044891642	8.41870371692768
ENSG00000083444	5351	PLOD1	6.00913418943808	6.08583223857789	6.62352764357045	5.94130382992936	6.36597715129902	6.59039123495675
ENSG00000083457	3682	ITGAE	9.01042939096187	7.88601412388479	8.26540600311343	8.68330945539996	8.67885860244508	9.01854063872623
ENSG00000083635	26747	NUFIP1	4.5913052508369	4.66050061983054	4.632293344254	4.5107807408201	4.5198535365403	4.6993501336998
ENSG00000083642	23047	PDS5B	3.75908140528789	3.76361804437315	3.98794319044556	3.67687911701683	3.6453777725277	3.77829760585813
ENSG00000083720	5019	OXCT1	4.19137028955239	5.1747256393399	4.70171077477408	3.79999757329014	4.91160060232738	5.31361127182611
ENSG00000083750	10325	RRAGB	3.76792588689126	3.80265050526036	4.04780751729116	3.34619132237595	3.59476440705745	3.63343865867766
ENSG00000083782	1833	EPYC	3.17583102477029	3.02232213526286	3.17583102477029	3.18646278547216	3.16519926406843	3.18971850362071
ENSG00000083812	25799	ZNF324	5.08659754249476	4.99352307349236	4.80405196204703	5.23960994697223	4.99641980019178	4.6130999819428
ENSG00000083844	9422	ZNF264	5.37652096639353	5.86678149732238	4.84986578185023	5.63380263106299	6.01000439822236	5.72696460258452
ENSG00000083845	6193	RPS5	11.7951768265018	11.2704207312562	12.1707326247203	11.5295504379142	11.2655620960931	11.3649915722422
ENSG00000083857	2195	FAT1	3.37759267144327	3.49978379830973	3.54111577381341	3.57685255508271	3.66984677600658	3.38235811696187
ENSG00000083937	25978	CHMP2B	5.07417260969716	7.05426386951452	5.47800679850018	5.27358498535094	6.62753969942535	6.52499932052969
ENSG00000084072	10450	PPIE	5.62897583099707	5.33390870650378	5.64064989857418	5.60750499574083	5.22681736450713	5.42083225997967
ENSG00000084073	10269	ZMPSTE24	7.35704158823466	7.28423703601967	7.09830185781746	7.38655786350078	6.99966855436142	7.08566615162699
ENSG00000084090	56910	STARD7	8.38931499613605	8.16136082336221	8.78206354926315	8.08031380222739	8.39240090179153	8.29494176496396
ENSG00000084093	5978	REST	5.34566266711653	5.13041889003953	5.45667232499016	5.40816064587242	5.59884431757876	5.64637203605671
ENSG00000084110	3034	HAL	5.6529834800544	3.75424045230843	5.75566134179025	3.89686796241535	3.58774921359353	3.38974027501685
ENSG00000084207	2950	GSTP1	9.64758999405341	8.8352234769664	9.71197605800712	8.50895057170192	8.85202915794219	9.1403883007021
ENSG00000084453	6579	SLCO1A2	3.18413466372472	3.13504234485421	3.01456256590276	3.16811304640678	3.1196328672488	3.20302252287486
ENSG00000084636	1307	COL16A1	4.67210651714559	4.43642012459615	4.43594135384065	4.76543824655348	4.78959416373341	5.04510231381373
ENSG00000084674	338	APOB	3.24883259370385	3.42866675948475	3.23783965908407	3.33016125468877	3.3810938530796	3.42122705048643
ENSG00000084731	3797	KIF3C	4.38544760380513	3.81970598814121	4.04335095932388	4.39006977053769	4.0103917656313	3.89653868753459
ENSG00000084734	2646	GCKR	3.6613346445019	3.52365473417428	3.60146168323818	3.81672304068953	3.79026639950116	3.43390479156367
ENSG00000084764	22924	MAPRE3	4.67526242128467	4.84435645410454	4.53703389788563	4.70164428338868	4.92771007343864	4.94167159167039
ENSG00000084774	790	CAD	6.06951664091231	5.00009376748271	5.97022366541099	5.88784363734754	5.59629215083257	5.54970764492294
ENSG00000085063	966	CD59	7.01977283192653	8.03224271591323	3.92208194612305	6.96110425784086	8.23754825953165	8.16507242915103
ENSG00000085117	3732	CD82	8.23327779435151	7.69259415435353	7.50208239711445	8.14586970970797	8.60368832164411	8.44859984607454
ENSG00000085231	102157402	AK6	6.08412029256939	6.50590473655102	6.75339745351426	6.26369417660437	6.01457896875885	6.15234748842532
ENSG00000085265	2219	FCN1	6.63891808852322	8.66761657745802	5.87110821233655	4.23022958015419	4.29099629260835	4.17518547802169
ENSG00000085365	9522	SCAMP1	4.69035447385083	4.87322209558791	4.70066837347224	4.55993350360009	4.75583498330428	4.63080468157415
ENSG00000085377	5550	PREP	6.10888586607006	5.95831855500921	6.15556879389074	5.92686370356865	5.79056196203659	5.88263664624445
ENSG00000085433	22911	WDR47	6.34506228012077	6.35842560376519	6.62517394249374	6.62959207199802	6.16807165433611	6.14048791560195
ENSG00000085465	5016	OVGP1	5.01016348268572	5.1173076548035	4.8819345189315	5.25440832413672	5.31177877180992	5.11158833366317
ENSG00000085491	29957	SLC25A24	4.28858046431328	5.56485105426734	6.41432838576741	4.35673838910728	4.92158584155411	5.05177555108255
ENSG00000085511	4216	MAP3K4	5.46536538178593	4.73384431678181	5.50917469142829	5.52586921778794	4.98832373114845	5.07548597043764
ENSG00000085662	231	AKR1B1	7.56646061244594	7.50978400189791	4.72429781782739	7.43456708838851	6.96782386410899	6.41904371633004
ENSG00000085719	8895	CPNE3	6.43909599852185	6.77494279448664	6.59799326501999	6.21756229026555	7.55533780784992	7.452129547151
ENSG00000085733	2017	CTTN	4.45812586881601	3.70647995669325	3.67129284514077	4.08252555360623	3.93552163272941	3.9826490102802
ENSG00000085741	7481	WNT11	3.99772081989136	3.87651769887131	4.01923039994363	4.34493712686188	4.03919880875086	4.26032701167797
ENSG00000085760	4528	MTIF2	6.71911809843641	6.43319712613233	7.17372865951626	6.96906058678066	5.93127985486091	6.09609682795771
ENSG00000085840	4998	ORC1	4.04537020764803	3.63058304157123	3.90565701888003	3.60857401143479	3.61878241071004	3.58757411608853
ENSG00000085871	4258	MGST2	7.92560498404883	8.27993930856205	8.32724872500659	6.88019680895778	7.53014118233946	7.948635665557
ENSG00000085872	10523	CHERP	5.70376490226399	5.53191140056951	5.54221641626939	6.01560663546169	5.82222531449374	5.7946300424144
ENSG00000085999	8438	RAD54L	4.02810203796019	3.9918182415387	4.05084179068264	3.95186697200136	3.95775114682632	4.05202506010689
ENSG00000086061	3301	DNAJA1	9.40010919507951	9.49945920236485	9.12815130862256	9.63818751443106	9.88561671598055	10.193986559961
ENSG00000086062	2683	B4GALT1	5.62930725314651	5.3621837634649	5.334900497928	5.70432957411812	5.83261573098182	5.44353963577674
ENSG00000086102	4799	NFX1	4.61161858367753	4.46348656146728	4.8517250040482	4.70925832911199	4.72322375370828	4.55979250296023
ENSG00000086189	27292	DIMT1	7.38724286054066	7.6887877897813	7.76396513834434	7.46382064350434	7.60433248652345	7.77382786065421
ENSG00000086205	2346	FOLH1	3.29310369037265	3.33807321463787	3.14274386319897	3.42693417249744	3.32109139052372	3.54921345694869
ENSG00000086504	10573	MRPL28	7.10054840965254	6.72580929330221	7.23338864729298	7.30762282202923	7.10707911058892	7.10693509430364
ENSG00000086548	4680	CEACAM6	3.43317514006688	3.32087935448009	3.40633174944647	3.45896477520796	3.34147154732789	3.64382796590665
ENSG00000086598	10959	TMED2	8.51289907836821	8.59471521979991	8.76209340444989	8.16308222582856	8.5372307828742	8.4220074917706
ENSG00000086696	3294	HSD17B2	3.47458867781837	3.34835013812859	3.19142571575931	3.26344661603203	3.44609108007644	3.30652077502636
ENSG00000086717	5475	PPEF1	3.34853566813566	2.97111101363355	3.07625465452073	3.15372072611384	3.07610373792301	3.09217159734123
ENSG00000086827	9183	ZW10	4.03895815062687	4.05746177971113	4.55644123038053	4.76062390268862	3.86333684978206	4.17220520763857
ENSG00000086967	4606	MYBPC2	3.54681963064414	3.45235513767165	3.55648130752321	3.82576555614939	3.68788248404012	3.44044464278518
ENSG00000087008	8310	ACOX3	3.86266637679149	3.99922972399026	4.17374233951102	3.85258844419644	4.32649663988369	4.24981157860026
ENSG00000087053	8898	MTMR2	5.10714245554682	5.01887235244067	5.54049452649145	5.0824793871526	4.93839668974717	5.2110987333427
ENSG00000087074	23645	PPP1R15A	9.79069827171609	10.6504734335372	9.82231980314145	9.6427249740923	9.80256032633212	9.92097036892624
ENSG00000087085	43	ACHE	3.81126394287265	3.85709825017602	3.85661231507245	3.90123763489389	4.01567865097495	3.86263217335056
ENSG00000087087	51593	SRRT	7.17435859918659	6.21302655058118	6.69200585566687	7.31944123496547	7.05353564524654	6.65957471314525
ENSG00000087237	1071	CETP	3.38417658779999	3.24755951704276	3.80588817798942	3.7582110582745	3.66193312362525	3.65447057766695
ENSG00000087245	4313	MMP2	3.83826573214297	5.50166036156903	5.81500872297351	3.62001832456918	6.63203808088019	6.55995418318549
ENSG00000087258	2775	GNAO1	3.94726404723365	3.82788604606281	3.9724831872833	4.13233090591812	3.9208218523352	3.97241672163332
ENSG00000087303	22795	NID2	3.4615057868239	3.40173601207699	3.15501887233833	3.35262647136294	3.43786246383057	3.09747805922251
ENSG00000087365	10992	SF3B2	8.2682417270174	7.9708536860737	7.84526868404635	8.17491951769157	8.51054568003588	8.29282276251212
ENSG00000087460	2778	GNAS	11.3951370554487	11.707360805274	11.4249725787462	11.3928865195656	12.3456170363639	12.3020343003564
ENSG00000087470	10059	DNM1L	7.18201083802371	6.69759517845285	7.10422936645249	7.44109265591647	6.34506228012077	7.16929440042311
ENSG00000087494	5744	PTHLH	3.27452828858644	3.26721343979386	3.13521325926291	3.23936891660234	3.16517455960939	3.11563257906311
ENSG00000087510	7022	TFAP2C	3.46152380451153	3.24665188760701	3.25350208648324	3.30620731662366	3.41746964777722	3.28131928158164
ENSG00000087586	6790	AURKA	3.32193057358078	3.6050741200816	3.56552625588971	3.79271635318516	3.531738063725	3.38813376837727
ENSG00000087842	8544	PIR	3.36533561102604	3.29055238089016	3.2920944260852	3.26801941009459	3.51211109167045	3.39525692535465
ENSG00000088002	6820	SULT2B1	4.9555915431306	4.86650759193326	5.1347241610646	5.24855928293973	5.00575289014628	4.99975892961731
ENSG00000088038	4849	CNOT3	4.77606815315738	4.91737423677424	5.0138741383324	5.23226986856853	4.80673601701247	4.92684908741581
ENSG00000088179	5775	PTPN4	5.04787801177162	5.35667686790267	4.0039835405315	5.88213388450285	5.31519375843014	5.47074233156246
ENSG00000088205	8886	DDX18	6.64350231549952	6.22696338365633	6.08708727625022	6.83720684604987	5.43500625212694	5.63021162640567
ENSG00000088247	8570	KHSRP	6.00045426437147	5.77705991374957	6.25994088302127	6.11395450515331	5.93654603304823	5.83292587379486
ENSG00000088256	2767	GNA11	4.46235685707359	4.82160236184592	4.9890931771695	4.39380072977302	4.72600658728922	4.65868883545265
ENSG00000088386	6564	SLC15A1	3.46050256815684	3.62774597351091	3.78346041298439	3.43504327260708	3.53450365039056	3.53074416852918
ENSG00000088832	2280	FKBP1A	8.8647600120217	9.05898822648521	8.547571510022	8.76580895451456	9.0932622784426	9.02325663212584
ENSG00000088899	9762	LZTS3	4.28802414787061	4.33302276197022	4.23262987548532	4.71117135818984	4.7483667464401	4.47983152738097
ENSG00000088926	2160	F11	4.56913680036844	4.59875416261742	4.78159857696005	4.35579906154488	4.60879930479255	4.73662695034067
ENSG00000088986	8655	DYNLL1	9.35932175932093	9.36870225215424	9.3672511434738	9.10047373440554	8.80580633969602	9.0093799591335
ENSG00000089009	6128	RPL6	12.5872262365717	12.1984342093946	12.6372651228192	12.5947428969098	12.2062647086382	12.1210904353892
ENSG00000089041	5027	P2RX7	4.18352856048799	4.19396481194869	3.59241684649316	4.13149507274883	4.56494886972517	4.24950288285405
ENSG00000089053	51433	ANAPC5	10.0189573104257	9.30062108329439	9.61640792682554	9.95304152603698	9.6497985736791	9.5504271702314
ENSG00000089127	4938	OAS1	3.98706171287012	4.51322353719569	4.20821458553353	3.90577494193395	4.07083049719189	4.03898138713777
ENSG00000089157	6175	RPLP0	13.0727548835871	12.875327916057	12.9884181691646	12.8962784175587	12.8640462822793	12.8327494549398
ENSG00000089159	5829	PXN	5.57956157352411	6.17183119581042	4.99145138267049	5.33846964312515	5.96466079672901	6.12869783377556
ENSG00000089169	22895	RPH3A	3.88984536150923	3.71224321277284	4.01276031736569	3.84324262792333	3.83085950003468	3.67488538052498
ENSG00000089199	1114	CHGB	3.64552567231935	3.51670047258225	3.72009344988028	3.46390001822955	3.74786263307286	3.54522155876345
ENSG00000089220	5037	PEBP1	7.0701446056879	7.69901261920012	8.33524969327392	6.77604489086755	8.07067286731203	8.03898888593744
ENSG00000089225	6910	TBX5	3.4779186529836	3.11045829320804	3.50047211230689	3.3877574398037	3.58311008501592	3.36868538022681
ENSG00000089248	10961	ERP29	9.36245679061114	8.9957150338255	9.68433529617734	8.93910816520139	9.10289076011891	9.30569632348218
ENSG00000089250	4842	NOS1	3.7891063717931	3.73378702249236	3.62210540149123	3.86367454922177	3.72457494997208	3.79769912355065
ENSG00000089280	2521	FUS	9.32834580726572	8.44069123118978	9.03882219805956	9.69888151534396	8.42306219841501	8.37624354232934
ENSG00000089289	3476	IGBP1	8.72596897094271	8.51062458479664	8.41669750356269	8.59017580686013	8.21188507269988	8.29233124238188
ENSG00000089472	9843	HEPH	3.27814307158901	3.20099188550043	3.28833257927436	3.73778809333387	3.34687362167906	3.19746345794725
ENSG00000089685	332	BIRC5	3.81973597921837	3.9974608255569	4.04351215928725	3.76393295165325	3.62625516628374	4.08433761879367
ENSG00000089692	3902	LAG3	4.24359003776301	3.64199529765263	3.58650294955828	3.90857638392537	3.8327028323568	3.85817952700267
ENSG00000089693	8079	MLF2	7.50695286514253	7.69125880303274	7.01193859993087	7.15594253272787	8.14383643243852	8.0435179163644
ENSG00000089737	57062	DDX24	7.78360664137922	7.90487208334887	7.12747976749285	8.09774940987172	8.41691020950026	7.85508949101116
ENSG00000089820	393	ARHGAP4	7.07179988024531	6.88367993763699	7.29982921877619	6.7673981151448	7.49738838859242	7.5327671981928
ENSG00000090006	8425	LTBP4	5.24848981280328	5.04340117421702	5.34932940088306	5.42216083430486	5.43858509253812	5.58601651640057
ENSG00000090013	645	BLVRB	7.05974076257841	7.45606450479348	7.04197545323572	7.23896102744562	6.40379528317548	6.71094668005212
ENSG00000090054	10558	SPTLC1	6.38764296529622	7.02145956620955	6.63230086412797	6.38599606483613	6.54962267033021	6.34729393197
ENSG00000090104	5996	RGS1	8.0919711216632	7.40271119371087	6.72276298676765	8.74313989959919	6.96863659082077	7.14663463227117
ENSG00000090273	10726	NUDC	7.88012472333746	7.58563643913094	8.03553868070169	7.93435894943878	7.97230031845725	8.02118934299093
ENSG00000090339	3383	ICAM1	5.47814789151725	8.33489410612594	5.78494350492113	4.5441008118448	8.19806960480741	7.84488109064008
ENSG00000090402	6476	SI	2.96427952284144	3.04839838582047	3.13572777496919	3.1155669879861	3.02070065535059	3.11291311508662
ENSG00000090447	7023	TFAP4	4.94173712906588	4.8567456526926	5.07499875709792	4.96139938403476	5.01275111071727	5.27871024634972
ENSG00000090554	2323	FLT3LG	4.02096740913322	4.10461105177489	4.00027113193371	3.74250290518441	4.3842091549884	4.40653780788024
ENSG00000090565	9727	RAB11FIP3	4.69000322997577	4.59558152560247	5.10483373096244	5.11047741950305	4.65823857464012	4.64467384447297
ENSG00000090615	2802	GOLGA3	6.28462816429633	5.89441290089876	6.20703815555478	6.18906984995232	6.04230437653904	5.90414426211334
ENSG00000090621	8761	PABPC4	8.92230461400495	8.0514969639476	8.44947138255071	9.42236882184966	7.81068799641927	7.94457324116576
ENSG00000090659	30835	CD209	4.46006054373017	4.57106137310788	4.53088574830654	4.22915200138031	4.4581399040892	4.38044912788184
ENSG00000090776	1947	EFNB1	4.72962017448227	4.3908942445914	4.52405239056047	4.47520267126714	4.65354393845363	4.79758608768662
ENSG00000090861	16	AARS1	7.21398813528889	6.81568888729175	7.16326880169301	7.53980485829946	7.15216409792718	7.52032132014226
ENSG00000091129	4897	NRCAM	3.47410037593364	3.55243807112138	3.74261466154556	3.4317220098709	3.44222158302658	3.70353108235241
ENSG00000091136	3912	LAMB1	3.04031119073455	2.99772879590242	3.15812394602003	3.01331981032604	3.11567290957845	2.98489925851248
ENSG00000091137	5172	SLC26A4	3.35048258036703	3.22452379816675	3.20574952444608	3.3834774110422	3.25719287393137	3.27475085589369
ENSG00000091138	1811	SLC26A3	3.12543051817799	3.24193943016668	3.15465909901499	3.20780327350708	3.36096858288391	3.38083501845585
ENSG00000091164	9352	TXNL1	8.97699997784749	8.8119895372489	8.87425918355441	9.10994292132212	8.92358743547636	8.93298942215728
ENSG00000091409	3655	ITGA6	5.26548438807294	5.06827101414987	4.89161934035138	5.01608346123161	5.97874300866704	5.68640985805185
ENSG00000091428	11069	RAPGEF4	3.09022316221609	2.88013153557791	3.24205235714598	3.0671234684054	2.97992044802323	2.94783518258896
ENSG00000091483	2271	FH	5.38485947735555	5.56472022900267	5.65549698004408	5.11204765158816	5.41811834656899	5.4851913240221
ENSG00000091513	7018	TF	3.69551821668883	3.39161380341207	3.36903039449705	3.4775209518043	3.73280764380759	3.38867663556329
ENSG00000091583	350	APOH	3.6682114532641	3.30858999237543	3.64501643577408	3.46924570735066	3.42533358768719	3.359066822508
ENSG00000091640	9552	SPAG7	8.53280400887675	8.43339856140979	9.03676351722828	8.37766271299666	8.46910306985336	8.60595866411705
ENSG00000091704	1357	CPA1	3.22354337160282	3.38087501335027	3.3349956685392	3.26293089967424	3.21061477917062	3.49100941195091
ENSG00000091831	2099	ESR1	3.46119481961897	3.39029582851701	3.33575261225602	3.37717307733379	3.57517981205474	3.3367562664865
ENSG00000091879	285	ANGPT2	4.49069320329292	3.20463921342815	3.40902550558212	5.26896918898412	3.28845663058354	3.71038688698705
ENSG00000092010	5720	PSME1	9.53787785963459	9.60770412833697	9.78551717435765	9.23458325622809	10.0006483504251	9.86775625928336
ENSG00000092068	23428	SLC7A8	4.74701153739225	4.62830799332435	4.9169291747241	4.71256746611874	4.7353984097802	4.56821614006801
ENSG00000092199	3183	HNRNPC	9.38633928640979	9.8748180512481	9.60368958861152	9.38119462452653	9.53433476882817	9.58772745611939
ENSG00000092200	57096	RPGRIP1	4.11108352694082	4.08732663322737	4.02778250328562	4.0635087082654	4.24370105119069	4.01645790307579
ENSG00000092203	9878	TOX4	6.60111778234884	7.0897997780464	6.22920993374138	6.73349426319345	6.89606417612227	6.8498135486921
ENSG00000092208	8487	GEMIN2	3.33408722774642	3.24133321701446	3.40149621802933	3.32671351559324	3.34277484993865	3.19909576720367
ENSG00000092295	7051	TGM1	4.47016318531086	4.33322581070423	4.5875869403921	4.73514861914711	4.64591148176958	4.56474768191089
ENSG00000092345	1618	DAZL	3.4112998845036	3.17766445015309	3.18589887348981	3.3468714005349	3.22391543996751	3.23556247862223
ENSG00000092470	79968	WDR76	4.07012041745658	4.34707930094498	4.27442411837347	4.18897585530551	4.09228158734781	4.21884944981987
ENSG00000092621	26227	PHGDH	4.84620994431321	4.40506706456176	4.73585634254321	4.39413579549119	4.9504535619683	5.03179327456613
ENSG00000092758	1299	COL9A3	4.22416742448696	3.72199721987523	3.71454435570792	3.6781012173795	4.07567417965536	4.11651340138724
ENSG00000092964	1808	DPYSL2	4.19137028955239	8.42727066561449	6.23332542899658	3.80139144939786	6.60340674689426	7.21753920280413
ENSG00000093009	8318	CDC45	4.55639902875814	4.0603407895836	4.49238274136502	4.15483774387543	3.94556378408473	4.02636586372774
ENSG00000094631	10013	HDAC6	7.81515726043541	6.75120570758457	7.3736457056359	8.13488683888175	6.71285066862787	6.83810287496194
ENSG00000094755	2568	GABRP	3.27390218228559	3.32932425148447	3.12508344801565	3.35262647136294	3.41102300029739	3.28030586162985
ENSG00000094796	3881	KRT31	3.35477124721596	3.32087935448009	3.50708834002332	3.36449808776804	3.3062447521328	3.5177552796743
ENSG00000094804	990	CDC6	3.77268267111394	3.44103251010841	3.75686013643058	3.45799074240906	3.40927288652084	3.49742499560325
ENSG00000094880	8697	CDC23	4.3809359807397	4.19822049857676	4.23554914726134	4.50199488567537	4.08980688442312	3.8781183030406
ENSG00000094975	51430	SUCO	6.19044842974823	5.96504296352428	5.83537538613096	6.42848646527336	5.6456210046004	6.08783555928811
ENSG00000095059	1725	DHPS	5.92879644325925	5.17436127283217	6.36314924390133	5.87981425753428	5.10367389439049	5.52435124140909
ENSG00000095139	372	ARCN1	7.07827883133428	7.39997152639514	6.7952957928426	7.54659522476075	7.17112769144487	6.91729621041805
ENSG00000095261	5711	PSMD5	5.52344329045661	5.70778365550008	6.03451289122447	6.27914433286492	5.88017111918607	5.79953930205122
ENSG00000095303	5742	PTGS1	7.79399231499226	5.54684874129437	4.8617872473063	9.90555885247874	4.75332830148805	4.8190319256414
ENSG00000095321	1384	CRAT	6.62144414967976	6.3859363380382	6.81406696948368	6.72318264232558	6.70004359497643	6.82561226619084
ENSG00000095585	29760	BLNK	3.45933702535717	3.23135172437967	3.39607344416552	3.1547055050494	4.44857569751239	3.57183545001933
ENSG00000095596	1592	CYP26A1	3.52666364835901	3.58743134474103	3.6915111743467	3.91888275943512	3.49455377684044	3.78690104717269
ENSG00000095739	25805	BAMBI	3.93390319834417	3.83441835682407	3.50728268411557	3.69587121621281	3.74578869610005	3.71038688698705
ENSG00000095752	3589	IL11	4.03212244195783	4.09233565140018	3.89765630806309	3.98305932397042	4.12184107334424	4.01070133172723
ENSG00000095794	1390	CREM	7.77396712785449	6.12853192201034	5.15255240480429	8.88712388736769	6.38406842136653	5.78743495405886
ENSG00000095951	3096	HIVEP1	4.51896188820349	5.16491826774121	4.88825852770664	4.45754924596706	4.86285584018943	4.88656104810286
ENSG00000096060	2289	FKBP5	7.48735340612708	8.48358249473394	6.96652750807748	6.39261924899862	6.71146924324184	7.10684835821368
ENSG00000096063	6732	SRPK1	5.65581318323167	5.75685618874108	5.72131005066498	5.89753953017285	5.27854609999359	5.41466261998223
ENSG00000096088	5225	PGC	4.13783489062928	4.05137699269682	4.51399473085725	4.46310073425685	4.35690084859607	4.28681636835005
ENSG00000096384	3326	HSP90AB1	11.8212576684624	11.5839936720962	11.4681196788705	11.9172360826117	11.8107462152302	12.0143653080423
ENSG00000096395	4295	MLN	3.6170295730136	3.73561128770624	3.68765209563971	3.70400640488805	3.85111039875388	3.59719761258519
ENSG00000096433	3710	ITPR3	4.40775518500016	4.29150323469886	4.32523652726726	4.4240143022742	4.56872581488827	4.37367017214815
ENSG00000096696	1832	DSP	3.51685738557723	3.29748219919448	3.1001256887017	3.45887389984522	3.52311501806072	3.4064770019225
ENSG00000096746	3189	HNRNPH3	8.06791676434322	7.57717183997454	8.21155245278188	8.26046865698215	7.77093922653282	7.50279030252865
ENSG00000096968	3717	JAK2	5.01470697532686	4.74068143873456	5.16022846667063	4.8545841225084	4.21007695723255	4.4474584715302
ENSG00000096996	3594	IL12RB1	4.57064227033386	4.83438138101013	4.47003385395929	4.7684419165484	4.58030164668137	4.7527449834141
ENSG00000097007	25	ABL1	6.53387621165215	7.11987238628263	6.58085574466688	6.54767328850697	7.16392370627799	6.72179871552328
ENSG00000097046	8317	CDC7	3.59170926188733	3.1366835458938	3.83990207044592	3.29325694201712	3.32658553351425	3.13630143845649
ENSG00000099139	5125	PCSK5	3.53706275390567	3.48524191932148	3.38641132426879	3.47172383477029	3.52866000546907	3.51851598300535
ENSG00000099194	6319	SCD	4.56826886430959	4.19801761289014	5.24065736884122	5.25123649635795	4.29269238085719	4.38267063488617
ENSG00000099203	11018	TMED1	6.45187121261579	5.93409965271915	6.68013386191168	6.7111469664633	6.36038302966744	6.43072973389997
ENSG00000099204	3983	ABLIM1	4.1940620733783	5.05465302295868	4.44329667662308	7.18043983073423	7.43073524047141	6.10774661988444
ENSG00000099326	7593	MZF1	5.33091482704404	4.87332233700934	5.03538362354192	5.2930227179745	5.00673775959321	4.95869908660994
ENSG00000099330	79629	OCEL1	5.27787722132621	5.33022478551564	5.23360069395701	5.43436344196723	5.28873692657137	5.24360033865248
ENSG00000099341	5714	PSMD8	8.76785999083424	9.05130422900232	8.76092181804588	8.59791955299459	8.86522761329164	8.93776739221419
ENSG00000099399	4113	MAGEB2	3.28142110118508	3.24937695226666	3.19414982593036	3.41985238878179	3.39553594102067	3.35284259133491
ENSG00000099622	1153	CIRBP	9.85076936950784	10.2740060614582	9.80996795775985	10.0338877764883	10.4822500773841	10.1300019792507
ENSG00000099624	513	ATP5F1D	6.4896061310139	6.53145146188814	6.995525486533	6.51325768706061	6.27025384062769	6.58092904648691
ENSG00000099725	5616	PRKY	3.42186683315695	3.5873636202567	3.59305163997105	3.45054708697821	4.15629632392602	4.03341181316602
ENSG00000099783	4670	HNRNPM	9.9484968699006	9.61286143190928	9.78076784967291	9.9077371144615	9.78265719309613	9.86080809776448
ENSG00000099795	4713	NDUFB7	6.14248041845251	6.1899015118119	7.4211913347899	6.14859285974394	6.0536482378666	5.87940997726919
ENSG00000099810	4507	MTAP	3.74913474958579	3.52629871997165	3.50482818069092	3.65634015916397	3.49905056504241	3.31731290240138
ENSG00000099821	5442	POLRMT	4.86316044912625	4.74757473527632	4.97285494536036	4.91435498066988	4.61211927869245	4.52839655366958
ENSG00000099822	610	HCN2	4.00400713574217	3.62443591585245	3.61970704933745	3.76071340326004	4.08688728560557	3.76400471663117
ENSG00000099849	8045	RASSF7	6.55425367316012	6.23440311346026	6.33284512876649	6.08229428269418	6.69978316756768	6.53068980496375
ENSG00000099860	4616	GADD45B	8.8190362703544	9.25954142677753	9.11012894173632	8.80414895105291	8.99534822898578	9.39159395758409
ENSG00000099864	5064	PALM	5.32878449301977	5.16136089829845	6.42731993145066	5.47036462670475	5.59215377037942	5.66696579292911
ENSG00000099889	421	ARVCF	6.23552989299644	5.93065809983245	5.82138567473544	6.12455400149169	6.53022226981129	6.40088468336778
ENSG00000099901	5902	RANBP1	7.08225512756173	6.68288194712168	7.51665967123531	6.88195703968775	6.79175502816849	6.9146305311461
ENSG00000099937	3053	SERPIND1	3.35950522340181	3.31538913536866	3.29098288794131	3.47877824566693	3.32312373715384	3.31266863301229
ENSG00000099942	1399	CRKL	4.70537853797901	4.32285994655174	4.57192937971414	4.24127588106558	4.87541071290772	4.44038118832093
