	M2.2.13.CCs_Hep3B	M2.2.13.CCs_Huh7	M2.2.13.CSCs_Hep3B	M2.2.13.CSCs_Huh7	M6.3.14.CCs_1	M6.3.14.CSCs_1	M8.2.3.CCs_1	M8.2.3.CCs_2	M8.2.3.CCs_3	M8.2.3.CSCs_1	M8.2.3.CSCs_2	M8.2.3.CSCs_3	M9.1.4.CCs_1	M9.1.4.CCs_2	M9.1.4.CCs_3	M9.1.4.CSCs_1_CXCR4+MET+CD44+	M9.1.4.CSCs_2_CXCR4+MET+CD44+	M9.1.4.CSCs_3_CXCR4+MET+CD44+	M13.2.11.CCs_UT33	M13.2.11.CSCs_UT33	R1.1.1.CCs_3	R1.1.1.CSCs_3	R4.10.2.CCs_3	R4.10.2.CSCs_3	R5.8.2.TN.CCs_HCC1937	R5.8.2.TN.CCs_SUM149PT	R5.8.2.TN.CSCs_HCC1937	R5.8.2.TN.CSCs_SUM149PT	R11.1.4.CCs_NCIH1703	R11.1.4.CSCs_NCIH1703	R12.5.4.CCs_2	R12.5.4.CCs_5	R12.5.4.CSCs_2	R12.5.4.CSCs_5
HMR_4391	43.07953739518019	0.0	398.53776026968643	63.24424172711259	72.11273386974688	-127.5639830529571	498.62962970078274	560.855307942422	562.990756316115	429.76327920301185	367.9775652437289	411.4230210727763	82.5933523182609	71.44204264230697	175.2317465787473	82.256179956103	299.3177399864763	82.56367989991844	415.46512232583416	184.85106668689969	-402.106684489235	-115.624778214605	0.0	-0.34108022404550087	-399.0159565754427	52.25117121063477	-401.2335350908216	-404.31617059448945	-2.2042408205378874	-1.6481389522979697	24.231120465791733	45.755991256821986	0.0	-1.3344291330355866
HMR_4394	50.12450035183171	4.558614795075071	57.26522945590974	323.14157778981513	6.386670873146613	65.33973824685688	4.567585974528201	20.775480746974097	0.0	0.0	11.588399787023622	5.18808374791428	0.0	78.48583613373727	2.543121271791593	422.60589328041056	33.6242908971974	422.1371511929661	4.71400468787941	0.0	0.0	223.48482579214237	9.721173060462377	191.10163101518822	0.0	268.3706856386172	0.0	0.0	0.0	0.0	0.0	343.36121641851173	0.0	0.0
HMR_4396	-4.53824212913416	-4.537784800480254	-60.23599802564593	-3.4771470148831667	-4.537784800480252	-4.53778480048025	-4.538242129134166	-3.5202577790098366	-4.321993102342144	-2.6437448963852637	-4.538242129134167	-4.538242129134158	-4.894649501910125	-4.537784800480262	-3.4736349500441026	-5.104006722434186	-4.537784800480262	-4.942764578748376	-4.537784800480265	-27.985407846677436	-4.31655908354832	-4.538242129134156	-4.538242129134156	-29.99881546601398	-6.855517942509962	-2.88504163940137	-4.359137244480478	-19.342928584164493	-4.538242129134153	-3.3933014751812145	-4.538242129134154	-9.153664644502047	-503.70632043532	-36.54378322825832
HMR_4521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMR_6410	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.276203703090435	0.0	0.0	0.0	0.0	0.0	0.0	5.759126541829889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMR_6412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.276203703090435	0.0	0.0	0.0	0.0	0.0	0.0	5.759126541829889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMR_7745	0.0	0.0	0.0	0.0	-9.34154697510477	0.0	-275.80039621481376	-809.5443210535875	-790.2730702124892	0.0	0.0	-250.90004597179905	0.0	0.0	-207.31277832282035	0.0	0.0	0.0	-84.11672430090448	-314.88616983264274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.55907212372897	0.0	-4.5590721237289715	0.0	0.0	0.0
HMR_7746	0.0	0.0	0.0	0.0	0.0	0.0	275.80039621481376	809.5443210535875	790.2730702124892	0.0	0.0	250.90004597179905	0.0	0.0	207.31277832282035	0.0	0.0	0.0	84.11672430090448	314.88616983264274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMR_7747	0.0	0.0	0.0	0.0	9.34154697510477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.55907212372897	0.0	4.5590721237289715	0.0	0.0	0.0
HMR_7748	0.0	0.0	0.0	-319.64847108140634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.379145168839049	0.0	4.55907212372897	0.0	4.5590721237289715	0.0	0.0	0.0
HMR_7749	0.0	0.0	0.0	319.64847108140634	9.34154697510477	0.0	275.80039621481376	809.5443210535875	790.2730702124892	0.0	0.0	250.90004597179905	0.0	0.0	207.31277832282035	0.0	0.0	0.0	84.11672430090448	314.88616983264274	0.0	0.0	0.0	0.0	0.0	0.0	-4.379145168839049	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMR_8360	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMR_8757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMR_3989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMR_4122	0.004117946270546471	0.0036606176166470612	0.0023578332461189457	0.003155121338787026	0.003660617616647599	0.003660617616647599	0.004117946270546291	0.003194239527122008	0.003921724507130797	0.002398902290042208	0.0041179462705464775	0.004117946270546291	0.0036606176166470504	0.003660617616647058	0.0028021710704597535	0.004117946270545999	0.0036606176166470578	0.0036606176166470547	0.00366061761664706	0.004117946270546464	0.0039167937438989425	0.004117946270546468	0.004117946270546468	0.0011776759903601532	0.0036606176166473223	0.0023273545825344606	0.003955428654515923	0.002229885304220265	0.0041179462705464645	0.0030790409054768254	0.004117946270546466	0.0031308538266949233	499.1721962524564	0.0024110503759253383
HMR_4837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMR_5395	0.0	0.0	57.31317434210982	-3.2425728768714634e-11	0.0	0.0	0.0	-2.3048396524671944e-11	0.0	0.0	0.0	0.0	0.35686470142987387	0.0	1.4912737711370028e-11	0.5657645933005447	0.0	0.404979778268118	0.0	23.447165717543307	0.0	0.0	0.0	28.538941540738577	2.317733142029372	0.0	0.0	16.885451296728537	0.0	0.0	0.0	5.703261991583933	0.0	33.88665035847047
HMR_5396	0.0	0.0	57.31317434210982	-3.2425728768714634e-11	0.0	0.0	0.0	-2.3048396524671944e-11	0.0	0.0	0.0	0.0	0.35686470142987387	0.0	1.4912737711370028e-11	0.5657645933005447	0.0	0.404979778268118	0.0	23.447165717543307	0.0	0.0	0.0	28.538941540738577	2.317733142029372	0.0	0.0	16.885451296728537	0.0	0.0	0.0	5.703261991583933	0.0	33.88665035847047
HMR_9727	4.487123169418898	4.487123169418892	2.890192119541058	3.4379802774164125	4.487123169418889	4.487123169418887	4.487123169418904	3.4806054399832607	4.273309981212504	2.6139656371456224	4.487123169418905	4.487123169418896	4.487123169418891	4.4871231694189	3.4348539103770652	4.487123169418384	4.4871231694189	4.487123169418896	4.487123169418902	4.48712316941889	4.267937171446297	4.487123169418894	4.487123169418894	1.443575313188166	4.487123169419224	2.852831889146895	4.310035730093803	2.4297961547676152	4.487123169418891	3.355079177543556	4.487123169418893	3.4115371650932933	4.487123169418898	2.627202807824649
HMR_5397	0.0	0.0	57.31317434210982	-3.2425728768714634e-11	0.0	0.0	0.0	-2.3048396524671944e-11	0.0	0.0	0.0	0.0	0.35686470142987387	0.0	1.4912737711370028e-11	0.5657645933005447	0.0	0.404979778268118	0.0	23.447165717543307	0.0	0.0	0.0	28.538941540738577	2.317733142029372	0.0	0.0	16.885451296728537	0.0	0.0	0.0	5.703261991583933	0.0	33.88665035847047
HMR_5398	0.0	0.0	57.31317434210982	-3.2425728768714634e-11	0.0	0.0	0.0	-2.3048396524671944e-11	0.0	0.0	0.0	0.0	0.35686470142987387	0.0	1.4912737711370028e-11	0.5657645933005447	0.0	0.404979778268118	0.0	23.447165717543307	0.0	0.0	0.0	28.538941540738577	2.317733142029372	0.0	0.0	16.885451296728537	0.0	0.0	0.0	5.703261991583933	0.0	33.88665035847047
HMR_5399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.703261991583933	0.0	0.0
HMR_5400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.703261991583933	0.0	0.0
HMR_5401	0.0	0.0	57.31317434210982	-3.2425728768714634e-11	0.0	0.0	0.0	-2.3048396524671944e-11	0.0	0.0	0.0	0.0	0.35686470142987387	0.0	1.4912737711370028e-11	0.5657645933005447	0.0	0.404979778268118	0.0	23.447165717543307	0.0	0.0	0.0	28.538941540738577	2.317733142029372	0.0	0.0	16.885451296728537	0.0	0.0	0.0	5.703261991583933	0.0	33.88665035847047
HMR_8568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMR_8569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMR_8570	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMR_8571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMR_8572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMR_8573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMR_8574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMR_8575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMR_8576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMR_8577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMR_8578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMR_8579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMR_8581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMR_8591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMR_8592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMR_8580	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMR_8582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMR_8587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
